test_case,model,task,SA@1,SA@5,SA@10,SA@50,SA@All,pareto_occam@5,mdl@5,pareto_occam@10,mdl@10,train_nmse,test_nmse,ood_nmse,test_max_rel_error,ood_max_rel_error,test_Acc0.001,test_Acc0.01,test_Acc0.1,ood_Acc0.001,ood_Acc0.01,ood_Acc0.1,both_Acc0.001,both_Acc0.01,both_Acc0.1,source_file,candidate_index,source_status,metric_status,selection_rule,param_names,best_params_json,preview,test_95pctAcc0.001,test_95pctAcc0.01,test_95pctAcc0.1,ood_95pctAcc0.001,ood_95pctAcc0.01,ood_95pctAcc0.1,both_95pctAcc0.001,both_95pctAcc0.01,both_95pctAcc0.1
BPG10,qwen3-6-27b,full,0,1,1,1,1,0,0,0,0,1.80039378628e-15,2.11499946116e-15,4.54948215335e-14,9.07986510831e-08,1.07745013423e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/BPG10.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.10100815266837493,-0.0021941054621356375,0.0014329697161361,0.07527545180215822,-0.006494979493367637,-0.12275843320505633,0.10096197416312629,-0.003627419708577349,0.05928674822687515,-0.045232819694024186]",(P**2*c0 + P*c0 + P*c1 + P*c2*log(c3*t + 1) + P*c4*exp(c5*t) + c6*(P + 1)**(4/3) + c7*t + c8*log(c3*t + 1) + c9)/(P + 1),1,1,1,1,1,1,1,1,1
BPG11,qwen3-6-27b,full,1,1,1,1,1,0,0,0,0,7.76730197714e-14,8.33849304788e-14,7.61647378782e-09,0.000830044508429,1.17778108124e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/BPG11.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6,"[-0.010339437344124002,14.68078269601579,93.53906454917856,-0.6666665998827257,15.39323205313213,0.7124493677642012,-0.034593357692169764]",P*(P*c0 + c1*((P*c2)**c3 - 1) + c4 + c5*exp(c6*t)),1,1,1,1,1,1,1,1,1
BPG12,qwen3-6-27b,full,0,1,1,1,1,0,0,0,0,6.88218280249e-13,6.7736943165e-13,1.50775654175e-12,0.000170189138435,0.000561321469878,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/BPG12.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[-0.010666881465081289,0.8770003032101452,0.5671736061863064,0.7013915037926313,-0.966226093344088,0.6777033708720364]","P**2*c0 + P*c1*sin(c2*t) + c3*Max(0, P + c4) + c5",1,1,1,1,1,1,1,1,1
BPG13,qwen3-6-27b,full,0,0,0,0,0,0,0,0,0,6.84314474522e-13,6.80668519283e-13,1.59750407963e-08,0.015769709731,0.0234581058248,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/qwen3-6-27b/BPG13.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.003486231289554056,-18.91791993014362,3.04877332696893,-1.5653764330794553,0.02319174864005655,0.49517851299246596,3.9195630834257043,-0.0029318810368319506,1.6437477790945423,4.8172818442693535]",(P*c0*(P + c1)*(P + c2)*Abs(P**5) + P**c3*c4*sin(c5*t + c6)*Abs(P) + c7*sin(c8*t + c9))/Abs(P**5),1,1,1,1,1,1,1,1,1
BPG14,qwen3-6-27b,full,1,1,1,1,1,0,0,0,0,4.06454143027e-14,3.63672063669e-14,1.5485804609e-08,0.000508639454324,2.52504584809e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/BPG14.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[-0.0028069855711385936,0.1142389356862766,-0.08368362222055055,0.228477971288422,-0.11423896171354056,-0.08368362848784494]",P*(P*c0 + c1*exp(c2*t) + c3 + c4*exp(P*c5)),1,1,1,1,1,1,1,1,1
BPG15,qwen3-6-27b,full,1,1,1,1,1,0,0,0,0,2.12880863709e-14,2.09463831373e-14,9.26066474946e-13,1.98046889445e-07,1.26381344524e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/BPG15.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6,"[0.4866911354546323,-0.0857740214830195,8.20955656997814e-07,-0.18484691624350788,0.4866911422189788,-1.6502350349239108e-07,-5.698167356742706e-07]",P*c0*exp(c1*t) + c2*exp(c3*t)/Abs(sqrt(P)) + c4*Abs(P)**(1/3) + c5*exp(c1*t) + c6/P,1,1,1,1,1,1,1,1,1
BPG16,qwen3-6-27b,full,0,0,1,1,1,0,0,0,0,1.77316586773e-12,2.8450299482e-12,4.70523896014e-09,0.0394896515037,0.0162888251716,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/qwen3-6-27b/BPG16.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.03994924491675043,-0.02574576810762402,843.6883062495059,0.10184950981362598,10.42475697411562,-1941.4076308540173,0.5481781734817666,-0.25708444984217604,-49.98701753754441,0.013715300543424331]",c0*(c1*(P**(1/3)*c2*(P*c3 + 1) + P*(-P**3 + P**2*c4 + P + c5) + c6*(P*c3 + 1)*exp(P*c7)) + (P*c3 + 1)*(P*c8 + c9))/(P*c3 + 1),1,1,1,1,1,1,1,1,1
BPG17,qwen3-6-27b,full,0,0,1,1,1,0,0,0,0,5.83348177098e-14,5.88405606406e-14,8.96024589648e-07,0.000823079426124,0.000372840753057,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/BPG17.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[0.3921442127758923,-1.3840122101414931,0.5014249502518154,0.49191816659907334,2.6662646125363856,0.7691997885206177,0.6822826450515184,1.2051052102529778]",(P*(P**2*c0 + P*c1 + c2) + c3*(P*c4 + 1)*log(c5*sin(P*c6 + c7) + 1))/(P*c4 + 1),1,1,1,1,1,1,1,1,1
BPG18,qwen3-6-27b,full,1,1,1,1,1,0,0,0,0,1.02067602781e-12,1.15371962282e-12,1.74292669389e-12,0.000291635495968,0.00137739131811,1,1,1,0,1,1,0,1,1,logs/llm-srbench/full/qwen3-6-27b/BPG18.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[1.0000003541413274,-0.10908995250285589,2.202233596916394e-07,8.467457279391012e-07,4.75855397290177,0.008723927392094894,0.47705300182722293,0.7760602430839357,3.1415926747600293,2.2444887630117033e-06]",P**c0*c1 + (P*c2 + c3*(t + 1)*log(c4*t + 1) - (t + 1)*(P*(P*c5 + c6*sin(c7*t + c8) - 1) + c9))/(t + 1),1,1,1,1,1,1,1,1,1
BPG19,qwen3-6-27b,full,1,1,1,1,1,0,0,0,0,8.95399258059e-14,9.64633601299e-14,1.15764790019e-08,0.00365201643698,0.0346858235277,0,1,1,0,0,1,0,0,1,logs/llm-srbench/full/qwen3-6-27b/BPG19.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.0024908046043562023,-0.002491429871419614,0.414338621125829,0.4205231862413058,-2.5945038822328974,0.5257659292431192,0.5258080268560127,1.2501334656671277]",P*(P**2*c0 + P**2*c1 + P*c2 + P*c3*t**c4 + c5 + c6*t**c4)/(P + c7),1,1,1,0,1,1,0,1,1
BPG20,qwen3-6-27b,full,0,0,0,0,0,0,0,0,0,5.72856266022e-13,6.30529037159e-13,3.44628965252e-09,0.0122312040645,0.0326627517522,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/qwen3-6-27b/BPG20.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.017256018009101516,-0.014282041957202351,0.1387062622180653,-0.0031732646979062253,-0.5795560301689281,1.5322577645068436,-0.03220358968700121,1.25822894610976,-1.4011397904766447,-0.445100105707609]",P*(P*c0*(P*c1 + 1) + c2) + c3*exp(c4*t**c5) + c6*exp(c7*(P**2*c8 + c9*t)),1,1,1,1,1,1,1,1,1
BPG21,qwen3-6-27b,full,0,0,0,1,1,0,0,0,0,2.63761637853e-15,2.69310315954e-15,3.00237240378e-14,1.54846016198e-06,1.15294624849e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/BPG21.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[0.9764042549413562,8.542220826456221,-9.471545528756446,0.020047832452519447,0.14042017758954475,-4.5321230374669454,0.11762939688901526,-0.7585088960234849,0.35619274650360355]",(P*(P*c0 + c1 + (c2 + (P*c0 + c1)*(P*c3 + c4*t**c5))*(P*c6 + 1)) + c7*(P*c6 + 1)*sin(P*c8))/((P*c0 + c1)*(P*c6 + 1)),1,1,1,1,1,1,1,1,1
BPG22,qwen3-6-27b,full,1,1,1,1,1,0,0,0,0,1.87028293529e-15,1.87680685198e-15,1.38614877234e-13,1.62397763385e-07,1.79621798052e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/BPG22.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.5362236028838206,-25.928302448049806,4.551953986401224,220.07311254010193,0.11781654624218642,0.1178156144507885,-0.027228753909892555,-0.11781617516881546,-0.027228479599597805]",(P*c0 + c1 + (P*c2 + c3)*(P*c4 + P*(c5*exp(c6*t) + c7*exp(P*c8)) + c4))/(P*c2 + c3),1,1,1,1,1,1,1,1,1
BPG23,qwen3-6-27b,full,0,0,0,1,1,0,0,0,0,4.14525650368e-13,6.5529821167e-13,1.13435290663e-08,0.0728562151298,0.0381877431144,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/qwen3-6-27b/BPG23.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.0025487254444662303,4.922426362873401,-0.01640334010106909,1.2088238030607823,0.3905135657971203,1.539458671853885,-3.9325197647529073,-0.07680944819060195,-0.11906852970332481,3.9325216791835325]",(P*c0*(P + c1)*exp(P*c2) + P*c3 + (P*c4 + 1)*(P*c5 + c6*(P*c4 + 1)*exp(P*c7) + (P*c4 + 1)*(P*c8 + c9)))/(P + c1),1,1,1,0,1,1,0,1,1
BPG_all,qwen3-6-27b,full,11/24,15/24,17/24,21/24,21/24,0/24,0/24,0/24,0/24,2.79774055237e-13,2.07647293064e-13,3.97133768012e-09,0.00489327301269,0.00296709936369,10/24,14/24,23/24,10/24,16/24,23/24,9/24,13/24,23/24,,,,aggregate row; no single NMSE,combined aggregate row,,[],,23/24,23/24,23/24,21/24,23/24,23/24,21/24,23/24,23/24
CRK0,qwen3-6-27b,full,0,0,0,0,0,0,0,0,0,2.77906867916e-12,1.99554679076e-12,1.02244865798e-08,0.0226373048084,0.000297610723033,0,0,1,1,1,1,0,0,1,logs/llm-srbench/full/qwen3-6-27b/CRK0.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[-0.02528816015700192,1.2389082776231428,-1.7432388558036547,-0.3549306991438032,0.01796825034165576,4.744294128215904]",A**3*c0 + A*c1 + c2 + c3*log(c4*exp(A*c5) + 1) + A**(-1/3),1,1,1,1,1,1,1,1,1
CRK1,qwen3-6-27b,full,0,0,1,1,1,0,0,0,0,2.69756457779e-13,2.28783499289e-13,1.02700704751e-08,0.0387513863043,0.00567420858372,0,0,1,0,1,1,0,0,1,logs/llm-srbench/full/qwen3-6-27b/CRK1.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.5805181490709248,-1.6466819764056018,-0.030241615332487114,-3.7521549260544425,1.2680891255758695,1.865499274182455,0.6619533277030056,0.4644249537654788]",A*(A*c0 + c1) + c2*exp(A*c3) + c4*log(c5*sin(A*c6 + c7) + 1),1,1,1,1,1,1,1,1,1
CRK2,qwen3-6-27b,full,0,0,0,1,1,0,0,0,0,4.45941660479e-11,4.9904734311e-11,1.59478835558e-08,0.0054715888001,0.000401099143285,0,1,1,1,1,1,0,1,1,logs/llm-srbench/full/qwen3-6-27b/CRK2.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[0.005753335136467687,-0.3004690889420899,1.527714533927092,5.114048344145784,4.562190348225676,15.272003535143167,-0.04417574349727385]",A**2*c0 + A*c1 + (c2*t + c3)/(c4*t + c5) + c6/A**(1/3),1,1,1,1,1,1,1,1,1
CRK3,qwen3-6-27b,full,0,1,1,1,1,0,0,0,0,3.48796765207e-13,3.55001155346e-13,2.06762714251e-09,3.05958616528e-05,3.35859264119e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/CRK3.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.5475236048382316,-0.03707905384621692,-0.8350388206747386,-0.9114944091859255,0.10220375387408236,1.9893969146060153,1.4789187645809423,0.46575581886629874,2.6817040217907318,-2.3998083769083145]",A*c0*exp(c1*t) + A*c2*(A + c3) + c4*sin(A*c5 + c6) + c7*log(c8*exp(A*c9) + 1),1,1,1,1,1,1,1,1,1
CRK4,qwen3-6-27b,full,1,1,1,1,1,0,0,0,0,2.81790303826e-14,2.1398889173e-14,1.78368848607e-10,4.74748143794e-06,1.09754278692e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/CRK4.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4,"[-0.0802238350441034,-0.11492904772809072,-0.6980292549041999,0.06806555297267292,0.25692976609178075]","A*(c0 + c1*Max(0, A + c2) + c3*log(c4*t + 1))",1,1,1,1,1,1,1,1,1
CRK5,qwen3-6-27b,full,1,1,1,1,1,0,0,0,0,2.26802800907e-14,2.34851418044e-14,3.141590941e-12,8.49101549618e-08,9.8496809497e-08,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/CRK5.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1,"[0.5229500640477039,-0.3254156378317286]",A**(1/3)*c0 + sqrt(A)*c1,1,1,1,1,1,1,1,1,1
CRK6,qwen3-6-27b,full,0,0,0,0,0,0,0,0,0,1.68633777335e-12,1.73907883081e-12,5.95794508834e-09,5.28483041329e-06,1.89480685342e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/CRK6.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.44651855420325764,-0.08660927035484328,-0.7007515230539606,-1.9605759923248174,-0.031207324422389385,-0.2950383005381022,0.35635579290908637,1.6120269981064832,31.81894886892288,0.07294658462584658]",(A**(3/2) + sqrt(A) + A**2*c0*exp(c1*t) + A**2*c2 + A*c0*exp(c1*t) + A*c2 + A*c3*(A + 1)*exp(A*c4) + A*c5 + A*c6*log(A*c7 + 1) + A*c8*log(A*c9 + 1) + c6*log(A*c7 + 1) + c8*log(A*c9 + 1))/(A + 1),1,1,1,1,1,1,1,1,1
CRK7,qwen3-6-27b,full,0,1,1,1,1,0,0,0,0,1.24351424388e-12,1.38498215866e-12,6.14952286775e-11,5.85907458708e-06,1.85666043221e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/qwen3-6-27b/CRK7.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.4908095891775854,0.759565743910049,-0.37416458643513334,-0.012170770124567161,-1.234975290106935,-0.7317700969456892,-0.08162135029625237,0.8525772262383101,-2.247996212621956,0.4504499393491977]",(A**2*c0*(A*c1 + 1) + A**2*c2*(A + 1) + A + c3*(A + 1)*exp(A*c4) + (A*c1 + 1)*(A*c5*exp(c6*t) + c7 + c8*log(A*c9 + 1)))/(A*c1 + 1),1,1,1,1,1,1,1,1,1
CRK8,qwen3-6-27b,full,0,0,1,1,1,0,0,0,0,7.25459198736e-13,6.20785462324e-13,1.26718786003,0.355810071632,0.0631954403166,0,0,0,0,0,1,0,0,0,logs/llm-srbench/full/qwen3-6-27b/CRK8.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.594049233217286,0.04398998433224117,29.5844744998605,2.192773695854475,0.002473188618254157,-0.7860910293435093,0.5671430862800874,-0.04819327282646345,1.5761601763579163,0.42975595263602323]",(c0*t + c1 + (c2*t + c3)*(A**5*c4 + A*c5*(A + c6) + c7*sin(A*c8 + c9)))/(c2*t + c3),0,0,0,0,0,1,0,0,0
CRK9,qwen3-6-27b,full,0,1,1,1,1,0,0,0,0,1.34195834613e-13,1.38188389277e-13,2.77379644925e-08,0.0269573382757,0.0351398707602,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/qwen3-6-27b/CRK9.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.07906284164580966,0.0020756558905654643,0.41605199052429187,-0.854034402592888,1.1000737137159347,0.8255956257384683,4.975497708369222,0.004178550180035416]",A*c0 + c1*exp(A*c2) + c3*sin(c4*log(A*c5 + 1) + c6) + c7/A,1,1,1,1,1,1,1,1,1
CRK10,qwen3-6-27b,full,1,1,1,1,1,0,0,0,0,1.72690415979e-13,2.06226813576e-13,2.18978161767e-08,0.0256229311102,0.000412734551848,0,0,1,1,1,1,0,0,1,logs/llm-srbench/full/qwen3-6-27b/CRK10.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6,"[-0.17900753980575035,0.08751795837656277,-0.3985234674097359,-0.7685560827092637,1.0492658753645963,0.7367834761074952,3.685695758539778]",A**2*c0 + A*c1 + c2 + c3*sin(c4*log(A*c5 + 1) + c6),1,1,1,1,1,1,1,1,1
CRK11,qwen3-6-27b,full,0,0,0,0,0,0,0,0,0,3.31916319904e-13,5.03914341208e-13,4.97170017927e-09,0.0114096699202,0.0129593803187,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/qwen3-6-27b/CRK11.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-3.061019717288693,2.061852747959383,-0.29241796031390416,0.7245130521157432,0.23536252103705121,0.05190239182783921,8.380608789889328,2.623390956507934]",(A*(A*c0 + c1) + c2*(A + c3)*sin(c4*log(c5*exp(A*c6) + 1) + c7))/(A + c3),1,1,1,1,1,1,1,1,1
