test_case,model,task,SA@1,SA@5,SA@10,SA@50,SA@All,pareto_occam@5,mdl@5,pareto_occam@10,mdl@10,train_nmse,test_nmse,ood_nmse,test_max_rel_error,ood_max_rel_error,test_Acc0.001,test_Acc0.01,test_Acc0.1,ood_Acc0.001,ood_Acc0.01,ood_Acc0.1,both_Acc0.001,both_Acc0.01,both_Acc0.1,source_file,candidate_index,source_status,metric_status,selection_rule,param_names,best_params_json,preview,test_95pctAcc0.001,test_95pctAcc0.01,test_95pctAcc0.1,ood_95pctAcc0.001,ood_95pctAcc0.01,ood_95pctAcc0.1,both_95pctAcc0.001,both_95pctAcc0.01,both_95pctAcc0.1
BPG10,gpt-5-2,degen_all,1,1,1,1,1,1,1,1,1,1.80127031517e-15,2.11513237672e-15,4.05401946801e-14,9.05174229365e-08,1.06149836894e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_all/gpt-5-2/BPG10.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4,"[0.10100809621998032,-1.8489213405655072,-0.8332777737133378,4.217646869756024,-1.4344396547664506]",P**(1/3)*c0 + P*c1 + P*c2 + P*c3 + P*c4,1,1,1,1,1,1,1,1,1
BPG11,gpt-5-2,degen_all,0,0,0,1,1,0,0,0,0,1.66922241016e-05,1.80963489089e-05,1.60866314803,50.6833099868,0.14361238786,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/BPG11.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[9.6595,0.37737,-7.6736,100.0,1.9201,3.8114,-1.3549,-47.882,-0.0075078,45.961]",P*c0*log(1 + c1/P) + P*c2/(P + c3) + P**c4*c5*exp(c6*t) + c7*t**c8 + c9,0,0,1,0,0,0,0,0,0
BPG12,gpt-5-2,degen_all,0,0,1,1,1,0,0,1,1,0.0208042822286,0.0240018161314,0.0421907277994,10.3893486161,168.729273539,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/BPG12.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.0058004,5.7469,0.57076,-31.969,-2.2287,0.91329,0.02028,6.5945,-100.0,-5.0]",P**2*c0*sin(c1 + c2*t) + P*c3*exp(P*c4) + P*c5*sin(c2*t + c6) + c7 + c8*exp(c9*t)/P**5,0,0,0,0,0,0,0,0,0
BPG13,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,9.02290219523e-07,6.70490186586e-07,0.0711712567848,11.9872589675,99.4115284499,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/BPG13.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.003502980008189885,-0.4528305445012014,0.5087493826846059,2.215074181858294,2.021527719063827,0.0006078371392922281,4.688090720030211,-0.061291458023544,-0.184846916243568,0.04225117709446583]",P**3*c0 + P**2*c1 + P**2*c2 + P*c3 + P*c4*sin(c5*t + c6) + c7*exp(c8*t) + c9,0,0,0,0,0,0,0,0,0
BPG14,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,1.02291561036e-05,9.47945367334e-06,90.6524612222,2.82748721756,2.06687469629,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/BPG14.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.003024496818646157,0.5477144878813716,-0.36509339483779485,5.9295655592847005,2.762693445114376,0.01019504178276017,4.999999605450119,2.1594228306253416,3.1939047079928806,0.02405421863236284]","P**2*c0 + P*c1 + c2*Max(0, P + c3) + c4*log(P*c5 + 1)*log(c6*t + 1) + c7*cos(c8*log(c9*t + 1))",0,0,0,0,0,0,0,0,0
BPG15,gpt-5-2,degen_all,0,1,1,1,1,0,1,1,1,5.12429237741e-08,5.08086265115e-08,0.000480140816259,0.0153863469061,0.00201912227171,0,0,1,0,1,1,0,0,1,logs/llm-srbench/degen_all/gpt-5-2/BPG15.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.8420104995116564,-1.2377377557431406,-0.1705990880555122,1.5196072915785528,-0.0810521606915355,-0.21111105017485843,0.21741733829222396,0.8449189882272522,0.3283579357260643,4.999999999999623]",P*c0 + P*c1*exp(c2*t) + P*c3*exp(c4*t) + P*c5*exp(c4*t)*log(c6*Abs(P) + 1) + P*c7 + c8*log(c9*t + 1),1,1,1,0,1,1,0,1,1
BPG16,gpt-5-2,degen_all,0,0,0,1,1,0,0,0,0,2.56635258396e-09,5.41330886121e-09,2.08187016404e-08,0.038839649165,0.0427628674373,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_all/gpt-5-2/BPG16.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.010072525788467509,0.2024999518110886,0.08202467690335252,0.8716701500567616,1.7879279814008178,0.4763541318486406,53.92345586860793,49.07222783092574]",P**3*c0 + P**2*c1 + P*c2 + P*c3/(P + c4) + c5*tanh(c6*t + c7),0,1,1,0,1,1,0,1,1
BPG17,gpt-5-2,degen_all,0,1,1,1,1,1,1,0,1,4.98236927092e-09,4.57981555709e-09,0.0135068499158,0.0748527894645,0.0287775633801,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_all/gpt-5-2/BPG17.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.5259468648020567,0.10304164385740763,-0.6445076573459814,3.6265606099179455,-4.383723704214117,-8.11422457842979,3.6281696233695824,0.03397238644090968,0.8375211205590022,4.983432024824683]","P**(1/3)*c0 + P**2*c1 + P*c2 + c3 + c4*Max(0, -P + c5) + c6*sin(c7*log(c8*Abs(P) + 1) + c9)",0,0,1,0,0,1,0,0,1
BPG18,gpt-5-2,degen_all,0,1,1,1,1,0,1,1,1,1.02082527117e-12,1.15227133366e-12,1.74207241263e-12,0.000292934583776,0.00136825584348,1,1,1,0,1,1,0,1,1,logs/llm-srbench/degen_all/gpt-5-2/BPG18.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.008723927949960573,-1.548249004060412,-0.5408835586195949,0.8809673181935624,1.038876364073278e-06,2.9800425089565143,-0.47705300482160456,0.7760602432330171,3.14159266528872,-1.9811092337743998e-06]",P**2*c0 + P*c1 + P*c2 + P*c3*log(1 + c4/P) + P*c5 + P*c6*sin(c7*t + c8) + c9/t**5,1,1,1,1,1,1,1,1,1
BPG19,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,7.11251593528e-08,7.00170774917e-08,0.0276013058218,2.03538589498,49.6449298145,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/BPG19.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.004993210529741164,0.42174962044136594,0.4216192824076701,8.311171897528407,-0.029394850646913256,72.99998220092807,0.007279498010500564,-0.0017056970235243547,-4.070875255545345]",P**2*c0 + P*c1 + c2*t/(c3 + t**2) + c4 + c5*sin(c6*t + c7)*Abs(P)**c8,0,0,0,0,0,0,0,0,0
BPG20,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,7.88697619203e-05,8.84046845952e-05,0.0283139942932,43.0556699501,159.766543321,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/BPG20.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.018481700486590622,-13.702878247364767,13.394233023690905,1.4985715430980122,0.5689630762441233,-65.29513191537531,0.009472844372053655,0.06536509281368531,2.7627892335289337e-05]",P*P**c0*c1 + P*c2 + c3*t/(c4 + t) + c5*log(c6*exp(P*c7 + c8*t) + 1),0,0,0,0,0,0,0,0,0
BPG21,gpt-5-2,degen_all,0,0,0,1,1,0,0,1,0,1.08343803324e-07,1.3293356416e-07,9.46465446094e-06,0.00679166958192,0.000710534104526,0,1,1,1,1,1,0,1,1,logs/llm-srbench/degen_all/gpt-5-2/BPG21.txt,,?,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[-0.14052148672358428,0.47610347911953965,0.07008391287134198,58.03118112577744,-4.99885865268838,-57.890348995369834,-4.999999999999999]",P*c0 + P*c1*log(P*c2 + 1) + c3*t**c4 + c5*t**c6,1,1,1,1,1,1,1,1,1
BPG22,gpt-5-2,degen_all,0,0,1,1,1,0,0,0,1,3.54207631188e-10,2.94092375166e-10,7.62254519784e-06,0.00299503686245,0.0010391520079,0,1,1,0,1,1,0,1,1,logs/llm-srbench/degen_all/gpt-5-2/BPG22.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[0.05921063686420989,63.210797829812364,-6.882126142398089,-0.02743062039884105,13.773696675770243,-0.13093365615437144,0.46768191708377344,-2.040478094008392,2.104762599998898]",P*c0*t/(c1 + t) + P*c2*exp(P*c3)/(c1 + t) + P*c4/(c1 + t) + P*c5*t*exp(P*c3)/(c1 + t) + c6/(c1 + t) + c7*t/(c1 + t) + c8*t/(c1 + t),1,1,1,1,1,1,1,1,1
BPG23,gpt-5-2,degen_all,0,0,0,1,1,0,0,1,0,4.17263796696e-13,6.59463912372e-13,1.13583768831e-08,0.0716764560321,0.0385760529853,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_all/gpt-5-2/BPG23.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[1.5796551000929944,-1.597794756880969,0.5268872877803915,0.6691989816278581,2.424773372459701e-05,-2.208430408535715,-0.07682749376622834,-1.3063737541204379,-8.501684568364308e-07,-0.184846916243568]",P**2*c0 + P**2*c1 + P*c2 + P*c3/(P*c4 + 1) + P*c5*exp(P*c6 + c7) + c8*exp(c9*t),1,1,1,0,1,1,0,1,1
BPG_all,gpt-5-2,degen_all,1/24,8/24,12/24,18/24,18/24,5/24,8/24,11/24,12/24,5.12827710217e-08,5.71992911577e-08,9.31433007389e-06,0.233255806209,0.0415836747032,2/24,5/24,12/24,3/24,6/24,14/24,1/24,5/24,12/24,,,,aggregate row; no single NMSE,combined aggregate row,,[],,7/24,12/24,17/24,8/24,12/24,16/24,5/24,12/24,16/24
CRK0,gpt-5-2,degen_all,0,0,0,1,1,0,0,0,0,8.33938128523e-07,8.13687956397e-07,0.000268680524902,6.35517926238,0.0444693531261,0,0,0,0,0,1,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/CRK0.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.4406387435712853,-2.0908682847662488,2.6078496741063875,-81.07477345799104,-0.18445442551663313,1.0001307681963245,81.0713653760704,-0.18462892336130318,0.016897298481575285,-0.1851893060918326]",A**2*c0 + A*c1 + A*c2 + A*c3*exp(c4*t) + A**c5*c6*exp(c7*t) + c8*t*exp(c9*t),0,0,0,0,0,1,0,0,0
CRK1,gpt-5-2,degen_all,0,0,0,1,1,0,0,0,0,3.71951913418e-09,2.58338205833e-09,2.19698019738e-06,2.61694251627,0.0620405214927,0,0,0,0,0,1,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/CRK1.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[-5.19875899176916,1.6097170977658355,3.003539050067297,2.2853268160026743,0.650299738028413,-9.378351465670594e-06,-0.18518930609172252]",A**2*c0 + A**c1*c2*log(c3*Abs(A) + 1) + c4 + c5*exp(c6*t),0,0,1,0,1,1,0,0,1
CRK2,gpt-5-2,degen_all,0,0,0,1,1,0,0,0,0,5.87064297287e-11,6.51154984246e-11,2.18638354628e-08,0.00458477628414,0.000442562985637,0,1,1,1,1,1,0,1,1,logs/llm-srbench/degen_all/gpt-5-2/CRK2.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[-0.08580281412408641,-2.092062887882909,3.5145914902690922,0.5451758218763423,8.330955579579631e-09,-0.06503954783022547]",A**2*c0 + A*c1/(A*c2 + 1) + c3 + c4*exp(c5*t),1,1,1,1,1,1,1,1,1
CRK3,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,2.96171262987e-05,2.43228287714e-05,1.93319545641,0.298417418642,0.536933854349,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/CRK3.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.85879,0.58349,0.0078531,-0.01166,-0.27715,-1.51,3.9437,-4.8106]","A**2*c0 + A*c1 + A*c2*t*exp(c3*t) + c4*exp(c5*t) + c6*Max(0, A + c7)",0,0,0,0,0,0,0,0,0
CRK4,gpt-5-2,degen_all,0,1,1,1,1,1,1,1,1,2.81751778528e-14,2.13876342279e-14,1.78139521979e-10,4.70696366519e-06,1.13053155129e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_all/gpt-5-2/CRK4.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.11492900956750779,0.7064923209228431,-3.561919355182e-08,0.9999997471296154,0.0680655258607468,1.527635488080981e-09,0.2569299829558965,-4.384008487647497e-09,2.6823032702068934]",A**2*c0 + A**c1*c2 + A**c3*c4*exp(c5*t)*log(c6*t + 1) + c7*t/(c8 + t**2),1,1,1,1,1,1,1,1,1
CRK5,gpt-5-2,degen_all,0,1,1,1,1,1,1,1,1,2.02411611371e-08,1.75295666176e-08,0.000103551375854,8.81881327692e-05,0.000423530972275,1,1,1,1,1,1,1,1,1,logs/llm-srbench/degen_all/gpt-5-2/CRK5.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[0.0003063012519704933,-0.019731797340720576,-0.15125743026547447,-0.2136707732259942,0.4306041991200752,-0.00025861936522108517]",A**2*c0 + A*c1 + A**c2*c3 + c4 + c5*t,1,1,1,1,1,1,1,1,1
CRK6,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,4.14076966457e-06,4.0228953571e-06,0.0197399704889,0.00757401295189,0.0293037917589,0,1,1,0,0,1,0,0,1,logs/llm-srbench/degen_all/gpt-5-2/CRK6.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-4.999999999999999,-0.25547369937268616,0.05585667865363641,3.2315744302337683,-2.268660316851432,-0.0456497299984738,-0.20297753948268032,-4.31604400428367,-0.7842726138503308,-3.877707395719303]",A**c0*c1*sin(c2*t + c3) + c4*tanh(c5*t + c6) + c7*exp(A**c8*c9),0,1,1,0,0,1,0,0,1
CRK7,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,0.00322854105609,0.00367158796379,0.287324439461,0.177426602756,0.0607735005353,0,0,0,0,0,1,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/CRK7.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3,"[-0.017957,0.068523,-0.13692,-1.107]",A**2*c0 + A*c1 + c2*exp(c3*t),0,0,1,0,0,1,0,0,1
CRK8,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,5.06134706694e-11,9.2424192729e-11,0.862498989277,0.356652144918,0.0515168935039,0,0,0,0,0,1,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/CRK8.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-9.501145914306733,1.40172098758843,-1.9166086597910852,-98.00848858617937,6.343113533963887,2.0028524848312044,8.772490337734883,0.0015919238468019843,5.1516344311960335e-08]",A**2*c0 + A*c1 + A*c2 + A*c3/(c4 + t)**5 + A**c5*c6*exp(c7*t) + c8,0,0,0,0,0,1,0,0,0
CRK9,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,1.34341623337e-09,1.4279826165e-09,0.00101368472575,1.13265525314,3.20956735866,0,0,0,0,0,0,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/CRK9.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.04701338971815283,-0.7308093694332333,2.928042703203627,12.023214932575435,4.999317445009057,6.565013803763279e-06,-0.07820668881826498,0.9038088304184757,-0.002181468352578691,0.7029087784540103]",A**2*c0 + A*c1 + A*c2/(A + c3) + A**c4*c5*exp(c6*t) + c7*exp(c8/(c9 + t)),0,0,1,0,0,1,0,0,1
CRK10,gpt-5-2,degen_all,0,0,0,1,1,0,0,0,0,5.35120306549e-09,4.76783654057e-09,5.51679509773e-05,0.642719524532,0.0122038625592,0,0,0,0,0,1,0,0,0,logs/llm-srbench/degen_all/gpt-5-2/CRK10.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.7031258431382604,-6.473466241697316,-1.0259685777746668,2.487238792406129,-0.8417532465212559,2.01352984002937,6.759934040314756,3.647950329389428e-06,-0.1851893060918325]",A**2*c0 + A**2*c1 + A*c2 + A*c3 + A*c4 + A**c5*c6 + c7*t*exp(c8*t),0,0,1,0,0,1,0,0,1
CRK11,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,1.91226579639e-12,2.00746536491e-12,6.98356192854e-09,0.0231159329409,0.0165652582405,0,0,1,0,0,1,0,0,1,logs/llm-srbench/degen_all/gpt-5-2/CRK11.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[0.4028188052992391,3.573187754853901,2.7008528444690505,0.35304782868780576,-0.8949827297634515,-0.4573057332150309,-0.6487651551349544,-0.13827679538309973]",c0*t/(c1 + t) + c2/(c1 + t) + c3*t/(c1 + t) + c4*Abs(A)**2 + c5*exp(c6*Abs(A))*Abs(A)**c7,1,1,1,1,1,1,1,1,1
CRK12,gpt-5-2,degen_all,0,0,0,0,0,0,0,0,0,7.84949079476e-06,7.91150934525e-06,0.00547258889687,0.0392876586852,0.00525891632675,0,0,1,0,1,1,0,0,1,logs/llm-srbench/degen_all/gpt-5-2/CRK12.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[1.8924369395279774,-0.001600511535654018,-0.03669445188713011,-3.102095782690288,0.025481109046233602,-0.14996359750001825,5.0428470743403135,-0.3974720880539096,0.01011750473986431,-0.039262366539361666]",A**c0*c1 + A**c2*c3 + c4*t*exp(c5*t) + c6*exp(c7*(A*c8)**c9),0,1,1,0,1,1,0,1,1
