test_case,model,task,SA@1,SA@5,SA@10,SA@50,SA@All,pareto_occam@5,mdl@5,pareto_occam@10,mdl@10,train_nmse,test_nmse,ood_nmse,test_max_rel_error,ood_max_rel_error,test_Acc0.001,test_Acc0.01,test_Acc0.1,ood_Acc0.001,ood_Acc0.01,ood_Acc0.1,both_Acc0.001,both_Acc0.01,both_Acc0.1,source_file,candidate_index,source_status,metric_status,selection_rule,param_names,best_params_json,preview,test_95pctAcc0.001,test_95pctAcc0.01,test_95pctAcc0.1,ood_95pctAcc0.001,ood_95pctAcc0.01,ood_95pctAcc0.1,both_95pctAcc0.001,both_95pctAcc0.01,both_95pctAcc0.1
BPG10,llama3-1-8b,full,1,1,1,1,1,1,1,1,1,1.80083790407e-15,2.11810123146e-15,4.08989918894e-14,9.12853677464e-08,1.06814668123e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/BPG10.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4,"[0.1010081257892717,3.145398171774847,0.029170492665445927,0.09173403436452385,1.1010973581186243]",(P**(1/3)*c0*(c1 + t) + P*c2 + P*c3*(c1 + c4*t))/(c1 + t),1,1,1,1,1,1,1,1,1
BPG11,llama3-1-8b,full,1,1,1,1,1,1,1,1,1,7.76738785148e-14,8.3392744018e-14,7.61653140864e-09,0.000823504571287,1.17737869202e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/BPG11.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4,"[0.712449400315551,-1.0103394373780932,0.7124493682966684,0.7124493680373072,-0.03459335770696375]",P**(1/3)*c0 + P**2*c1 + P**2 + P*c2 + P*c3*exp(c4*t),1,1,1,1,1,1,1,1,1
BPG12,llama3-1-8b,full,1,1,1,1,1,1,1,1,1,6.87732761227e-13,6.83031466078e-13,1.51178244676e-12,0.000170877684166,0.000565415565219,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/BPG12.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-2.5175040622000893,1.429861131714589e-07,-1.0106668802511154,7.717090531463923,0.8770002042926014,0.5671736062409142,1.1395923127357027e-08,3.218895493442358,-2.3501033436979366e-11,3.322957461372775e-09]",(P*c0 + (P + c1)*(P*c2*tanh(c3 + t) + P + c4*sin(c5*t + c6) + c7))*(P**2*c8 + P*c9 + 1),1,1,1,1,1,1,1,1,1
BPG13,llama3-1-8b,full,0,0,0,0,0,0,0,0,0,6.66074964203e-13,6.57385882831e-13,1.59630776171e-08,0.0159797733111,0.0229453349363,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/llama3-1-8b/BPG13.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.0034862292023506982,0.05532344957449678,0.20107394280089844,-5.909584007683019,1.871840298441663,-2.662885387962269,-0.2364106293269909,1.0105409188544192,-2.7352110137522265]",P**3*c0 + P**2*c1 + P*c2 + c3*exp(c4*(P**c5*c6 + P**c7*c8)),1,1,1,1,1,1,1,1,1
BPG14,llama3-1-8b,full,1,1,1,1,1,0,0,0,0,4.0645414303e-14,3.63672066536e-14,1.54858047897e-08,0.000508639408165,2.52504598996e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/BPG14.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[-0.002806985571138575,0.22847797128842087,-0.11423896171353826,-0.08368362848784458,0.11423893568627312,-0.0836836222205505]",P*(P*c0 + c1 + c2*exp(P*c3) + c4*exp(c5*t)),1,1,1,1,1,1,1,1,1
BPG15,llama3-1-8b,full,1,1,1,1,1,1,1,1,1,2.12916126089e-14,2.0950904335e-14,9.16275332444e-13,1.97556644843e-07,1.24121219345e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/BPG15.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2,"[0.48669113674774095,0.4866911329742227,-0.08577402124578117]",P**(1/3)*c0 + P*c1*exp(c2*t),1,1,1,1,1,1,1,1,1
BPG16,llama3-1-8b,full,1,1,1,1,1,1,1,1,1,1.77321519591e-12,2.84443217392e-12,4.70518288712e-09,0.0394915251852,0.0162878215378,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/llama3-1-8b/BPG16.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2,"[0.8677806697060396,-0.010098441567327216,-0.7955773645045848]",P**(1/3)*c0 + P**3*c1 + P**2*c2 + P**2,1,1,1,1,1,1,1,1,1
BPG17,llama3-1-8b,full,0,0,0,0,0,0,0,0,0,5.82875844211e-14,5.86465788797e-14,8.9621816142e-07,0.000827727580697,0.000371013525536,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/BPG17.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[1.6791518903187137,0.5789517226813266,-2.9834232060388137,-0.019586195446715558,0.633046180485741,3.252211981912797,0.7742758237317988,1.9621989068989345,0.030166209800462418,0.010056121565290314]",P**(5/4)*c0 + P**(1/4)*c1 + P*c2 + P*c3*tanh(c4*t + c5) + c6*log(P*c7 + 1) + c8 + c9*tanh(c4*t + c5),1,1,1,1,1,1,1,1,1
BPG18,llama3-1-8b,full,0,1,1,1,1,1,1,1,1,1.02044795539e-12,1.1583101072e-12,1.74343183653e-12,0.000288198220578,0.00139286317415,1,1,1,0,1,1,0,1,1,logs/llm-srbench/full/llama3-1-8b/BPG18.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.008723845841243773,-0.4770530206552593,0.7760602432235179,-4.712388998092091,0.8908262411050684,0.018118102218218256,0.007453320420379914,0.0031700572960265913,-0.016162625663603176,-0.003170215357713273]",P**2*c0 + P*c1*cos(c2*t + c3) + P*c4 + c5*log(P*c6 + 1) + c7*exp(P*c8) + c9,1,1,1,1,1,1,1,1,1
BPG19,llama3-1-8b,full,0,1,1,1,1,1,1,1,1,8.95507825399e-14,9.63935575226e-14,1.15669833158e-08,0.00364260999945,0.0348671822204,0,1,1,0,0,1,0,0,1,logs/llm-srbench/full/llama3-1-8b/BPG19.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[-0.004982233646760905,-0.32184639622050815,0.4205670193507774,27.16813181337235,0.4205671267307277,-2.5945388780424135,64.5988053200045]",P*(P*c0*t + P*c1 + c2*t + c3 + c4*t**c5*(c6 + t))/(c6 + t),1,1,1,0,1,1,0,1,1
BPG20,llama3-1-8b,full,0,0,0,0,0,0,0,0,0,9.50912558531e-13,1.24166188028e-12,3.46370648988e-09,0.0125100075645,0.0331282962909,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/llama3-1-8b/BPG20.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-2.092510475358118,690.0007846479975,-0.009118212542789007,-10132.893303091909,0.0038109173384228085,8102.987563686483,2.2060045011045064,0.008454489789389617,2.7057378251619997,3.495207498863402]",P*c0 + c1*exp(P*c2) + c3*exp(P*c4) + c5*log(c6*exp(P*c7) + 1) + c8*tanh(P*c9),1,1,1,1,1,1,1,1,1
BPG21,llama3-1-8b,full,0,0,1,1,1,1,1,1,1,2.63760341486e-15,2.69678906369e-15,2.19400410256e-14,1.56226735526e-06,9.57475805327e-08,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/BPG21.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.04139487644483921,0.1404201748627631,-4.532123218457628,0.7092604442348296,0.1518489404296068,0.05604944050958649,-8.767746428875236,0.1300699305698342]",P**2*c0 + P*c1*t**c2 + P*c3*log(P*c4 + 1)*log(P*c5 + 1) + P + c6*log(P*c7 + 1),1,1,1,1,1,1,1,1,1
BPG22,llama3-1-8b,full,1,1,1,1,1,1,1,1,1,1.87907038149e-15,1.86284609215e-15,2.63139970487e-14,1.72601365682e-07,1.08359130881e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/BPG22.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4,"[0.11781611606391865,0.11781608166243891,-0.02722850550617418,-0.11781609197369945,-0.027228493032024712]",P*(c0 + c1*exp(c2*t) + c3*exp(P*c4)),1,1,1,1,1,1,1,1,1
BPG23,llama3-1-8b,full,1,1,1,1,1,1,1,1,1,2.00204769539e-10,4.30353694486e-10,1.94975931528e-08,0.173037533939,0.0438948245707,0,0,0,0,0,1,0,0,0,logs/llm-srbench/full/llama3-1-8b/BPG23.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.000361381913792366,-0.015184794592114574,-0.13949739289124038,-0.026714897942348177,-1.4301991450063238,0.24749614134492665,0.09228328907317952,4.9999999984663415,-0.6343188820719987,-0.07654636112777309]",P*(P*c0 + 1)*(P*c1 + c2*exp(P*c3) + c4*sin(c5*log(P*c6 + 1) + c7) + c8*exp(P*c9)),1,1,1,0,1,1,0,1,1
BPG_all,llama3-1-8b,full,9/24,14/24,17/24,20/24,20/24,18/24,19/24,19/24,19/24,4.24059578358e-13,3.84899230761e-13,6.09290113849e-09,0.00885249895792,0.00632495034419,10/24,12/24,20/24,9/24,13/24,20/24,9/24,11/24,19/24,,,,aggregate row; no single NMSE,combined aggregate row,,[],,21/24,21/24,21/24,18/24,21/24,22/24,18/24,21/24,21/24
CRK0,llama3-1-8b,full,0,0,0,0,0,0,0,0,0,2.77944756922e-12,1.99303631525e-12,1.02342020982e-08,0.0226615401999,0.000297669378198,0,0,1,1,1,1,0,0,1,logs/llm-srbench/full/llama3-1-8b/CRK0.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-5.944082982423388,-3.1798606852178355,1.3128186795692882,0.6341278817296135,9.005786857589856,0.36666907985327424,1.8872968117311306,1.1432682790718534]",A*c0 + c1*sin(A*c2 + c3) + c4*log(c5*exp(c6*tanh(A*c7)) + 1),1,1,1,1,1,1,1,1,1
CRK1,llama3-1-8b,full,0,0,1,1,1,1,1,1,1,2.69744389193e-13,2.28817138802e-13,1.02705376128e-08,0.0387650677104,0.00567190230601,0,0,1,0,1,1,0,0,1,logs/llm-srbench/full/llama3-1-8b/CRK1.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.740478119877564,-1.7588840195798165,0.13809340386791039,0.8250465952900823,0.03279380992129586,1.0707308771937971,2.7461712946983066,0.5897214375107953,2.155005753105382,0.5154777392940791]",(A**3*c0 + A**2*c1 + c2*(A + c3)*sin(c4*log(c5*(A**3*c6 + c7) + 1) + c8) + c9)/(A + c3),1,1,1,1,1,1,1,1,1
CRK2,llama3-1-8b,full,0,0,0,1,1,0,0,0,0,5.68007376765e-11,6.10720425997e-11,1.69577216459e-08,0.00587209988376,0.000406600855825,0,1,1,1,1,1,0,1,1,logs/llm-srbench/full/llama3-1-8b/CRK2.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[-0.2902781507476448,0.0038519541729126012,2.006335935320879,4.99818300445301,1.2688063337739446,4.999999999618997,0.14114844579909663]",(A**3*c0 + c1*(A**2 + 1)*sin(A*c2 + c3)*sin(A**5*c4 + c5) + c6*(A**2 + 1))/(A**2 + 1),1,1,1,1,1,1,1,1,1
CRK3,llama3-1-8b,full,0,0,0,0,0,0,0,0,0,3.48133155303e-13,3.55257580831e-13,2.10145625781e-09,3.58569949747e-05,3.25899726691e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/CRK3.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[2.392852059962753,1.4125988982567068,-4.880418506971142,-0.5475236105140516,-0.03707905324532687,-1.2488700599800409,-2.1373742252825103,-1.1642970226779608,-0.4618108631643252,0.8319130897444521]",(c0 + (c1*exp(c2/A) + 1)*(A*c3*exp(c4*t) + c5*exp(c6/A) + c7 + c8*exp(A*c9)))/(c1*exp(c2/A) + 1),1,1,1,1,1,1,1,1,1
CRK4,llama3-1-8b,full,0,0,1,1,1,1,1,1,1,0.000303217816041,0.00025868401465,19.7615040044,1.31643444966,0.296623219344,0,0,0,0,0,0,0,0,0,logs/llm-srbench/full/llama3-1-8b/CRK4.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-1.0109238782219123e-05,64.79855804443358,4.389951183180947,0.45274088435703524,64.79855804443335,-67.06684408980344,-1.750876533217631,-492.11021701646285]",(c0*(c1 + c2*t)*(c3*t + c4)*(A*c5*(c1 + t) + A + c0)*log(c3*t + 1) + (A + c0)*(c3*t*(A*c5 + c6*t*(A + c0)) + c7*(A + c0)))/((c1 + c2*t)*(c3*t + c4)),0,0,1,0,0,0,0,0,0
CRK5,llama3-1-8b,full,0,0,1,1,1,1,1,1,1,9.24793003131e-12,8.23595068604e-12,7.53865346339e-08,1.77851206363e-06,1.1585255993e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/CRK5.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.14694194132750918,-0.024984418470861813,1.3234481218404943,-0.011139633431107654,2.9960013782787627,182.8366073479513,0.6725850242563224,0.00764861914689094,2.3151279941582805]",(A**(1/3)*c0 + 1)*(A**4*c1 + A**3 + A*c2 + c3*(A**4 + A**3*c4 + A**2 + c5)*log(A*c6 + 1) + c7)/(A**2*(A*c4 + c8)),1,1,1,1,1,1,1,1,1
CRK6,llama3-1-8b,full,0,0,0,0,0,0,0,0,0,4.33909314761e-12,3.1549448104e-12,6.00261095615e-09,5.2653777662e-06,2.35838757229e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/CRK6.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.24434539097628233,-0.16834237644351235,-1.371432247461703,-0.006937090382846068,-0.44693653595169797,-0.08664308618286551,-0.28543706280570913,0.6728510532879505,4.68623134483156,0.4229554668018758]",A*c0*exp(A*c1) + A*c2*exp(A*c3) + A*c4*exp(c5*t) + A + c6 + c7*log(A*c8 + 1) + c9/(A + 1)**2,1,1,1,1,1,1,1,1,1
CRK7,llama3-1-8b,full,0,0,0,0,0,0,0,0,0,1.40735648641e-08,1.7538367063e-08,0.0005343405315,0.000365012888218,0.00635383093893,1,1,1,0,1,1,0,1,1,logs/llm-srbench/full/llama3-1-8b/CRK7.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.006336963857822359,-6.054307381860761,33.01638792001883,-92.51836766361008,0.5162378257344212,1.8065031629333628,-0.0218754226944937,1.093723544068272,-4.027446282363498,-0.04426359976779869]",c0*t + (c1*t + (c2 + t)*(A*c3 + A*c4*t + A*c5*(c2 + t)*exp(c6*t) + c1 + c7*(c2 + t) + c8*tanh(c9*t)))/(c2 + t)**2,1,1,1,0,1,1,0,1,1
CRK8,llama3-1-8b,full,0,0,0,1,1,0,0,0,0,2.49864677265e-08,3.70870941059e-08,1728.73871177,2.17841212684,2.17841673034,0,0,0,0,0,0,0,0,0,logs/llm-srbench/full/llama3-1-8b/CRK8.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[20.37110002717002,0.00011325684369427775,0.702179024083771,1.000000000000001e-06,-0.03571260810046742,6.489314523271781e-09,0.4132098169181058,0.9423370494811623]",(A + c0)*(A*(A**2*c1*(A + c0) + c2*(c3*t + 1) + c4*(A + c0)*(c3*t + 1)) + c5*(A + c0)*(c3*t + 1)*sin(A*c6 + c7))/(c3*t + 1),0,0,0,0,0,0,0,0,0
CRK9,llama3-1-8b,full,0,0,0,0,0,0,0,0,0,1.34196475168e-13,1.38201045018e-13,2.77371484429e-08,0.0269669479578,0.0351494769827,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/llama3-1-8b/CRK9.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.3800164451843815,2.5566781281416397,0.21227430905892936,1.1833094720942632,-0.27579265088398947,0.029692604858567583,-0.4721543001257722,1.666695716784229,1.7193206372753134]",(A*c0 + c1 + (A*c2 + c3)*(sqrt(A)*c4 + A*c5 + c6*exp(c7/(A + c8))))/(A*c2 + c3),1,1,1,1,1,1,1,1,1
CRK10,llama3-1-8b,full,0,0,1,1,1,0,1,1,1,1.72686367338e-13,2.06203927475e-13,2.18967694348e-08,0.0256160377966,0.000412837105613,0,0,1,1,1,1,0,0,1,logs/llm-srbench/full/llama3-1-8b/CRK10.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[-3.6920591064662345,0.5573988777976215,1.336300626580037,-0.1756872566348811,2.762209435522296,-0.9076659780386486,0.6130700965350939]",(c0 + (A*c1 + c2)*(A**2*c3 + c4 + c5*log(A*c6 + 1)))/(A*c1 + c2),1,1,1,1,1,1,1,1,1
CRK11,llama3-1-8b,full,0,0,1,1,1,1,1,1,1,3.32126370341e-13,4.97927767597e-13,4.98448161956e-09,0.0115062204324,0.0130041757999,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/llama3-1-8b/CRK11.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.317921099334757,1.0234379684201769,1.1631957322521185,1.8222975783978024,-0.7081508167474475,0.9417164319921022,-1.2585374077367997,0.30982395634541404]",(c0*(sqrt(A)*c1 + 1)*sin(A*c2 + c3) + (A + 1)*(A**(5/2)*c4 + sqrt(A)*c5 + A**2*c6 + c7))/((A + 1)*(sqrt(A)*c1 + 1)),1,1,1,1,1,1,1,1,1
CRK12,llama3-1-8b,full,0,0,0,0,0,0,0,0,0,4.61667016928e-09,4.30610686467e-09,7.53906802721e-05,0.000975073793896,0.000686104841811,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/llama3-1-8b/CRK12.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[150.04319911237548,-21.305918340479135,0.0026546897265664975,12.853557744067283,-8.16792279292587,4.734089032752208,0.004743535873112471,0.04782401721384539,13.216931713662369,0.16762706630907476]",(A**2*c0*(A + c1)*log(c2*t + 1) + c3*t*(A*c4 + c1) + (A + c5)**2*(A*c6*(A*c4 + c1) + c7*t*(A*c4 + c1) + c8*t + c9))/(A*(A + c5)**2),1,1,1,1,1,1,1,1,1
CRK13,llama3-1-8b,full,0,0,1,1,1,1,1,1,1,1.00309930072e-07,1.05002378286e-07,0.00102480887668,0.000766333795103,0.00207830908056,1,1,1,0,1,1,0,1,1,logs/llm-srbench/full/llama3-1-8b/CRK13.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5,"[-9.96407135540487,-0.022112194923934368,-0.23366237122442307,-0.061153037410764624,0.3875769901865123,0.06115429629536887]",(A + c0)*(A*(A*c1 + c2) + c3*(A + c0)*exp(A*c4) + c5*(A + c0)),1,1,1,0,1,1,0,1,1
