test_case,model,task,SA@1,SA@5,SA@10,SA@50,SA@All,pareto_occam@5,mdl@5,pareto_occam@10,mdl@10,train_nmse,test_nmse,ood_nmse,test_max_rel_error,ood_max_rel_error,test_Acc0.001,test_Acc0.01,test_Acc0.1,ood_Acc0.001,ood_Acc0.01,ood_Acc0.1,both_Acc0.001,both_Acc0.01,both_Acc0.1,source_file,candidate_index,source_status,metric_status,selection_rule,param_names,best_params_json,preview,test_95pctAcc0.001,test_95pctAcc0.01,test_95pctAcc0.1,ood_95pctAcc0.001,ood_95pctAcc0.01,ood_95pctAcc0.1,both_95pctAcc0.001,both_95pctAcc0.01,both_95pctAcc0.1
BPG10,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,1.78986109019e-15,2.07571819125e-15,4.00489520569e-14,8.89857295342e-08,1.01904218758e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/BPG10.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[-0.6666666736602526,0.10100810101177683,0.10100810064412538,-4.0262223341292705e-10,1.6477213918203557,4.97721030626961]",P*P**c0*c1 + P*c2 + P*c3*sin(c4*t + c5),1,1,1,1,1,1,1,1,1
BPG11,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,7.73905563954e-14,8.29011149313e-14,7.67379366278e-09,0.000884833772181,1.26698869491e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/BPG11.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.7124495346338919,-0.010339437341965995,0.7124493665612575,-0.03459335785459228,0.7124493620007589,-2.5099611068156584e-07,-1.1075296191280187e-07,0.9847369593920252,1.429279237627482,0.8314624241284985]",P**(1/3)*c0 + P**2*c1 + P*c2*exp(c3*t) + P*c4 + c5 + c6*log(c7*sin(P*c8 + c9) + 1),1,1,1,1,1,1,1,1,1
BPG12,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,6.84939692935e-13,6.79164632508e-13,1.50197260488e-12,0.000139974813298,0.000477234017658,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/BPG12.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.010666881410016487,0.7013914950993391,0.8770003020180674,0.5671736061090472,3.4758493096908398e-09,-2.0394173465316186e-06,1.6232537550579036,4.999984245816563,9.198107036198585e-07]",P**2*c0 + P*c1 + P*c2*sin(c3*t + c4) + c5*sin(P*c6 + c7) + c8,1,1,1,1,1,1,1,1,1
BPG13,deepseek-v4-pro,full,0,0,0,0,0,0,0,0,0,6.93349914396e-13,6.73072679141e-13,1.59626845903e-08,0.0159851923033,0.0229249911971,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/deepseek-v4-pro/BPG13.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.003486228637912148,0.05532342576115915,0.20107426033826475,-1.3060778954410533e-06,-0.04069048481054244,0.507181718900321,-0.5790968419842152,1.4664135558585318,0.00011587025898590259,0.43510696017953526]",P**3*c0 + P**2*c1 + P*c2 + c3 + c4*exp(P**c5*c6*t**c7) + c8*t**c9/P**5,1,1,1,1,1,1,1,1,1
BPG14,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,4.05257503109e-14,3.62681521897e-14,1.54516204943e-08,0.000461717159589,2.57532457803e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/BPG14.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.002806985569024915,0.22847796859502442,-0.11423899396958329,-0.08368364997557319,0.1142388804506482,-0.08368360502144515,3.318632315281729e-08,0.38023119651689374,4.2046780833857,1.4075982341689195e-07]",P**2*c0 + P*c1 + P*c2*exp(P*c3) + P*c4*exp(c5*t) + c6*sin(c7*t + c8) + c9,1,1,1,1,1,1,1,1,1
BPG15,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,2.12188987578e-14,2.10886283053e-14,9.09975466101e-13,1.97555651617e-07,1.33525990119e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/BPG15.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[0.48669113726734986,0.4866911331122201,-0.08577402126198116,-8.679496100723606e-08,1.5092941344793063,4.572053026517771]",P**(1/3)*c0 + P*c1*exp(c2*t) + c3*sin(P**2*c4 + c5),1,1,1,1,1,1,1,1,1
BPG16,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,1.76653605167e-12,2.86598988714e-12,4.70837558335e-09,0.0386014484045,0.0161597456327,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/deepseek-v4-pro/BPG16.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[0.8677806675740537,-0.010098441579223304,0.10840005186106551,0.09602258384886217,6.444252991646494e-13,0.9998880342313401,0.5253609541899303,1.4481650379623345]",P**(1/3)*c0 + P**3*c1 + P**2*c2 + P**2*c3 + P**2*c4/(c5*sin(c6*t + c7) + 1),1,1,1,1,1,1,1,1,1
BPG17,deepseek-v4-pro,full,0,1,1,1,1,1,1,1,1,5.83121305926e-14,5.88325678366e-14,8.96248252672e-07,0.000828305003878,0.000370757563343,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/BPG17.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-164.21720099378075,4.9322557414403425,1.2362106071769892,-30.194750141068408,10.214760325277771,142.10144015513563,48.588473137608354,1.4276076688943917,-10.246669178140001,8.929910616113943]",P**(4/3)*c0/(P*c1 + c2) + P**(1/3)*c3/(P*c1 + c2) + P**2*c4/(P*c1 + c2) + P*c5/(P*c1 + c2) + P*c6*log(P*c7 + 1)/(P*c1 + c2) + c8*log(P*c7 + 1)/(P*c1 + c2) + c9/(P*c1 + c2),1,1,1,1,1,1,1,1,1
BPG18,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,1.00394103631e-12,1.1315553762e-12,1.7563622671e-12,0.000290775120236,0.00149797108269,1,1,1,0,1,1,0,1,1,logs/llm-srbench/full/deepseek-v4-pro/BPG18.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.008723928209422936,0.8909099813666518,-0.4770530104775175,0.7760602429435163,3.1415926638379648,-5.646399497490352e-06,0.9673639560677244,0.5881251470867777,1.487420573448072]",P**2*c0 + P*c1 + P*c2*sin(c3*t + c4) + c5*sin(c6*t + c7)*cos(P*c8),1,1,1,1,1,1,1,1,1
BPG19,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,8.93436313179e-14,9.61435947528e-14,1.15352000987e-08,0.00371518919916,0.0341194317632,0,1,1,0,0,1,0,0,1,logs/llm-srbench/full/deepseek-v4-pro/BPG19.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6,"[-0.004982234365614029,0.4205670816972215,0.42056716221036294,-2.5945384322417073,-5.665917534380765e-08,4.99999999999716,1.7878061335711637]",P**2*c0 + P*c1 + P*c2*t**c3 + c4*sin(c5 + c6*t),1,1,1,0,1,1,0,1,1
BPG20,deepseek-v4-pro,full,0,0,0,0,0,0,0,0,0,5.73760782127e-13,6.32013714358e-13,3.44664471769e-09,0.0122396238124,0.0326868625216,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/deepseek-v4-pro/BPG20.txt,,0,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[0.4407642238714375,-0.30205797152046493,-0.028564083671734904,8.036468886557667e-05,-3.0245336701614782,-121581.31174210891,-0.7086826695338614,3.9021762820861743,7.069939080368592e-05,-0.00019994700128108384]",P*c0 + P*c1*(P*c2 + 1)**2 + c3*t**c4 + c5*exp(c6*(P + c7)**2) + c8/P**4 + c9/P**5,1,1,1,1,1,1,1,1,1
BPG21,deepseek-v4-pro,full,0,1,1,1,1,1,1,1,1,2.62771734047e-15,2.65725945558e-15,2.22059912362e-14,1.56423948499e-06,9.57269702078e-08,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/BPG21.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[-60.829413297668246,-0.14042016896923476,0.14042065036492696,7.643114095787448e-07,-4.5321267783425165,4691998.785983885,1.2971483663898257e-05]",P**2*c0 + P*c1 + P*c2*(c3 + t)**c4 + P*c5*log(P*c6 + 1),1,1,1,1,1,1,1,1,1
BPG22,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,1.84204042752e-15,1.88559862293e-15,2.97589048979e-14,5.51710980727e-07,1.06515265588e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/BPG22.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[0.11781616585892306,0.11781615580024181,-0.027228551097069027,-0.11781608618994065,-0.02722849160249842,1.9932448494004617e-07,1.0413586474982561,0.012256310821732093,3.681541811476674]",P*c0 + P*c1*exp(c2*t) + P*c3*exp(P*c4) + c5*sin(c6*exp(P*c7) + c8),1,1,1,1,1,1,1,1,1
BPG23,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,4.12996941482e-13,6.56647387397e-13,1.14137039086e-08,0.0773718150086,0.0401981586728,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/deepseek-v4-pro/BPG23.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.018155829430595627,1.1960843435141209,-0.598042212329147,-0.07682777165748256,-2.2310859921014077e-07,1.922215464380915,0.11120701228026618,1.210891210894787]",P**2*c0 + P*c1 + P*c2*exp(P*c3) + c4*sin(c5*exp(c6*t) + c7),1,1,1,0,1,1,0,1,1
BPG_all,deepseek-v4-pro,full,14/24,18/24,18/24,20/24,20/24,20/24,20/24,20/24,20/24,2.79314524006e-13,2.07949378577e-13,3.97909632715e-09,0.00490667820688,0.00303646594398,10/24,14/24,23/24,10/24,16/24,23/24,9/24,13/24,23/24,,,,aggregate row; no single NMSE,combined aggregate row,,[],,23/24,23/24,23/24,20/24,23/24,23/24,20/24,23/24,23/24
CRK0,deepseek-v4-pro,full,0,0,0,0,0,0,0,0,0,2.77864806915e-12,1.99627471446e-12,1.038739666e-08,0.022784592435,0.000307424286496,0,0,1,1,1,1,0,0,1,logs/llm-srbench/full/deepseek-v4-pro/CRK0.txt,,?,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.8421096023455947,-4.461395619279872,-0.23942081574216018,1.0898968112092091,203.17166177490932,1.1965803851710617,-8.234884325249002,2.1886446926165063e-09]",A*c0 + A**c1*c2 + c3 + c4*log(c5*exp(A*c6 + c7*t) + 1),1,1,1,1,1,1,1,1,1
CRK1,deepseek-v4-pro,full,0,1,1,1,1,0,1,0,1,2.69749461975e-13,2.28711867126e-13,1.02699198905e-08,0.0387421648998,0.00567574968169,0,0,1,0,1,1,0,0,1,logs/llm-srbench/full/deepseek-v4-pro/CRK1.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.7517957906376451,-1.0938871305253508,-0.13057247056505009,-2.41304692474278,0.8699678299804198,0.0034883643420101033,0.31090546010124887,4.465075864244456]",A**2*c0 + A*c1 + c2*exp(A*c3) + c4 + c5*log(c6*exp(A*c7) + 1),1,1,1,1,1,1,1,1,1
CRK2,deepseek-v4-pro,full,0,0,0,0,1,0,0,0,0,4.44583578103e-11,4.97483701537e-11,1.59117269769e-08,0.00561290630641,0.000408449068172,0,1,1,1,1,1,0,1,1,logs/llm-srbench/full/deepseek-v4-pro/CRK2.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[-0.004251949010717756,-0.26573437044873344,0.2659590918099232,-1.3027459810965124e-09,0.753011267723988,5.223901703496221,4.984560137028781]",A**2*c0 + A*c1 + c2 + c3*sin(c4*exp(A*c5) + c6),1,1,1,1,1,1,1,1,1
CRK3,deepseek-v4-pro,full,0,1,1,1,1,0,0,0,1,3.48232794648e-13,3.54960965363e-13,2.08066949488e-09,3.39303253891e-05,3.24553192103e-05,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/CRK3.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.6533761443899941,0.05239596876306641,-0.5475236097899088,-0.03707905330439142,-0.1207758587078945,0.7306573513234437,-0.0011997473834846463,1.364766220152844,4.144209365029286,0.8069202255631666]",A**2*c0/(A*c1 + 1) + A*c2*exp(c3*t) + A*c4/(A*c1 + 1) + c5 + c6*exp(c7*sin(A*c8 + c9)),1,1,1,1,1,1,1,1,1
CRK4,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,2.80852031727e-14,2.1688723394e-14,1.79034100292e-10,4.98309396919e-06,1.10777757293e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/CRK4.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.11492904549679536,0.06806555072948012,0.25692978697028473,3.57855511728924e-10,0.6164048072264182,1.803499998155838,0.08873481460062972,0.9093428806522865]",A**2*c0 + A*c1*log(c2*t + 1) + c3*sin(A*c4 + c5*exp(c6*t) + c7),1,1,1,1,1,1,1,1,1
CRK5,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,2.26264441902e-14,2.35042664785e-14,3.16238771962e-12,8.35056470467e-08,9.74051221239e-08,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/CRK5.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5,"[0.5229500611815238,-0.3254156363367143,1.5249217271770005e-09,-3.103634892568605e-10,1.8904164811460178,1.0646604952023837]",A**(1/3)*c0 + sqrt(A)*c1 + c2 + c3*sin(c4*t + c5),1,1,1,1,1,1,1,1,1
CRK6,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,2.32170707968e-13,2.82167722693e-13,1.63874216309e-10,2.14882808477e-06,3.19715768612e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/CRK6.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.4465879699002847,-0.08660229694473544,-0.9910486924409603,0.9999999034043425,3.1415927673735338,-1.9337237536954513e-07,1.7968170345223443e-09,1.0230285712233622,1.1662375413381187,1.4326237483178001]",A*c0*exp(c1*t) + c2*sin(sqrt(A)*c3 + c4) + c5 + c6*exp(c7*sin(c8*t + c9)),1,1,1,1,1,1,1,1,1
CRK7,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,1.24308762158e-12,1.38546578418e-12,6.24527120916e-11,5.78316433049e-06,1.78411194516e-06,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/CRK7.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8;c9,"[-0.73176994441568,-0.08162137009816665,9.192580668922814e-10,0.8139379771332805,3.2715649744570525,1.2330570140413016e-06,0.8403395184657136,0.9999998945087073,1.0000007950228225,1.5707973400460051]",A*c0*exp(c1*t) + c2*sin(c3*t + c4) + c5 + c6*sin(c7*log(A*c8 + 1) + c9),1,1,1,1,1,1,1,1,1
CRK8,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,4.25489218354e-13,3.26962085954e-13,0.678288444109,0.268484447686,0.138769102031,0,0,0,0,0,0,0,0,0,logs/llm-srbench/full/deepseek-v4-pro/CRK8.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7,"[-0.6789625742329082,-0.6789379693642568,5.056533769411024e-10,-1.396836391226289e-07,-0.16402617232846953,1.000045950569529,1.000089267285046,3.1415935051858517]",A**2*c0 + A*c1 + A**c2*c3 + c4*sin(c5*log(A*c6 + 1) + c7),0,0,0,0,0,0,0,0,0
CRK9,deepseek-v4-pro,full,0,0,1,1,1,1,1,1,1,1.3419281737e-13,1.38446970482e-13,2.77936012586e-08,0.0268227259292,0.0347224970998,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/deepseek-v4-pro/CRK9.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[3.4949923705200687,0.15330870755336873,0.640795158167077,-3.0926109816794733,-7.815762271920316e-11,1.546169721417051,1.0344794530047527,4.094578512977327]",A*c0/(A**2*c1 + A + c2) + c3 + c4*t/(A*c5 + c6) + c7/(A*c5 + c6),1,1,1,1,1,1,1,1,1
CRK10,deepseek-v4-pro,full,0,0,1,1,1,0,1,0,1,1.72652431609e-13,2.06549122506e-13,2.18159543494e-08,0.0252844999366,0.000421420310671,0,0,1,1,1,1,0,0,1,logs/llm-srbench/full/deepseek-v4-pro/CRK10.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6,"[1.9607227317976188,2.38969652406705,-0.2264500080593306,5.0244694591887124e-11,2.0449929741868447,-0.14856660845166816,-0.0005421633360812601]",A*c0/(A + c1) + A*c2*exp(c3*t) + A**c4*c5 + c6,1,1,1,1,1,1,1,1,1
CRK11,deepseek-v4-pro,full,0,0,0,1,1,0,0,0,0,3.31749973463e-13,5.01482762574e-13,4.97781299602e-09,0.0114605831492,0.0129829801453,0,0,1,0,0,1,0,0,1,logs/llm-srbench/full/deepseek-v4-pro/CRK11.txt,,1,high_precision_refit_from_existing_params,SA=0: min train_nmse among all candidates,c0;c1;c2;c3;c4;c5;c6;c7,"[0.06974082563275198,1.01347039087896,-0.22987862017907237,14.380580999895992,-0.030539602002520386,-9.028866924729915,-6.731940417589562,0.8095199183434983]",A**(17/2)*c0/(A**(7/2) + A**(5/2)*c1) + A**(15/2)*c2/(A**(7/2) + A**(5/2)*c1) + A**(7/2)*c3/(A**(7/2) + A**(5/2)*c1) + sqrt(A)*c4/(A**(7/2) + A**(5/2)*c1) + A**4*c5/(A**(7/2) + A**(5/2)*c1) + A**3*c6/(A**(7/2) + A**(5/2)*c1) + A**2*c7/(A**(7/2) + A**(5/2)*c1),1,1,1,1,1,1,1,1,1
CRK12,deepseek-v4-pro,full,1,1,1,1,1,1,1,1,1,1.27728759289e-13,1.03079736091e-13,3.18784118018e-12,2.63132640712e-07,1.75884309629e-07,1,1,1,1,1,1,1,1,1,logs/llm-srbench/full/deepseek-v4-pro/CRK12.txt,,1,high_precision_refit_from_existing_params,SA=1: min train_nmse among matching logs,c0;c1;c2;c3;c4;c5;c6;c7;c8,"[-0.45369056251034573,-0.08462477298786203,-1.6396005538594392e-09,0.8399256846384245,4.986612756587434,-0.7535088717762064,1.0000000909187445,0.9999996539884144,3.1415927404294735]",A*c0*exp(c1*t) + c2*sin(c3*t + c4) + c5*sin(c6*log(A*c7 + 1) + c8),1,1,1,1,1,1,1,1,1
